conversation_id,conversation_json,sarcasm,category,sentiment
4823,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,technical_support,neutral
5150,"[{""speaker"": ""customer"", ""text"": ""Can you tell me about your return policy?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me explain that for you.""}]",0,billing,neutral
3258,"[{""speaker"": ""customer"", ""text"": ""updating my order was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,general_query,positive
477,"[{""speaker"": ""customer"", ""text"": ""Excellent! the wrong item was delivered. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,delivery_issue,negative
1544,"[{""speaker"": ""customer"", ""text"": ""I received an empty box. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,product_quality,negative
4106,"[{""speaker"": ""customer"", ""text"": ""Excellent service with the professional service. Thank you!""}, {""speaker"": ""agent"", ""text"": ""Thank you for your feedback! We appreciate it.""}]",0,billing,positive
3808,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with the professional service. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,general_query,positive
313,"[{""speaker"": ""customer"", ""text"": ""Superb! the discount code doesn't work. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,delivery_issue,negative
509,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, the product doesn't work. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,billing,negative
167,"[{""speaker"": ""customer"", ""text"": ""Amazing! my refund hasn't been processed. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,product_quality,negative
1893,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with my order was delayed again.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,technical_support,negative
3529,"[{""speaker"": ""customer"", ""text"": ""Thank you for helping me understand. Great service!""}, {""speaker"": ""agent"", ""text"": ""You're welcome! We're glad we could help.""}]",0,product_quality,positive
1789,"[{""speaker"": ""customer"", ""text"": ""my order hasn't arrived. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,product_quality,negative
1025,"[{""speaker"": ""customer"", ""text"": ""Lovely! my package is damaged. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,general_query,negative
1222,"[{""speaker"": ""customer"", ""text"": ""Brilliant! my payment failed. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,technical_support,negative
3136,"[{""speaker"": ""customer"", ""text"": ""Impressed with the replacement item. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,general_query,positive
1120,"[{""speaker"": ""customer"", ""text"": ""Lovely! my package is damaged. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,delivery_issue,negative
1882,"[{""speaker"": ""customer"", ""text"": ""I need help with my order was delayed again.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,general_query,negative
4956,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,general_query,neutral
2053,"[{""speaker"": ""customer"", ""text"": ""my order hasn't arrived. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,technical_support,negative
2716,"[{""speaker"": ""customer"", ""text"": ""There seems to be the product doesn't work. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,product_quality,negative
2329,"[{""speaker"": ""customer"", ""text"": ""my order was cancelled without notice. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,product_quality,negative
2305,"[{""speaker"": ""customer"", ""text"": ""the item is defective. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,general_query,negative
2313,"[{""speaker"": ""customer"", ""text"": ""I need help with the product arrived broken.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,general_query,negative
4917,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,technical_support,neutral
2926,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing the shipping cost is too high. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,general_query,negative
4404,"[{""speaker"": ""customer"", ""text"": ""resolving this quickly exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,technical_support,positive
4288,"[{""speaker"": ""customer"", ""text"": ""Thank you for the customer support. Great service!""}, {""speaker"": ""agent"", ""text"": ""You're welcome! We're glad we could help.""}]",0,billing,positive
3577,"[{""speaker"": ""customer"", ""text"": ""Really happy with processing my refund. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,general_query,positive
153,"[{""speaker"": ""customer"", ""text"": ""Excellent! I was charged twice. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,delivery_issue,negative
2978,"[{""speaker"": ""customer"", ""text"": ""my refund hasn't been processed. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,delivery_issue,negative
3054,"[{""speaker"": ""customer"", ""text"": ""resolving my issue was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,delivery_issue,positive
5160,"[{""speaker"": ""customer"", ""text"": ""How can I track my shipment?""}, {""speaker"": ""agent"", ""text"": ""Let me review your order details.""}]",0,delivery_issue,neutral
4284,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with the fast delivery. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,delivery_issue,positive
726,"[{""speaker"": ""customer"", ""text"": ""Fantastic! my order was cancelled without notice. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,general_query,negative
2621,"[{""speaker"": ""customer"", ""text"": ""Can you help me with the wrong item was delivered?""}, {""speaker"": ""agent"", ""text"": ""Absolutely! Let me check that for you.""}]",0,billing,negative
4081,"[{""speaker"": ""customer"", ""text"": ""resolving my issue was perfect. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Glad we could help! Have a great day.""}]",0,billing,positive
5323,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,technical_support,neutral
1546,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with the discount code doesn't work.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,product_quality,negative
5301,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,product_quality,neutral
5430,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,delivery_issue,neutral
3260,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with fixing the billing error. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,product_quality,positive
32,"[{""speaker"": ""customer"", ""text"": ""Fantastic! the product doesn't work. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,general_query,negative
1226,"[{""speaker"": ""customer"", ""text"": ""Amazing! my order hasn't arrived. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,general_query,negative
938,"[{""speaker"": ""customer"", ""text"": ""Sure, my payment failed. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,delivery_issue,negative
4306,"[{""speaker"": ""customer"", ""text"": ""helping me track my order exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,billing,positive
753,"[{""speaker"": ""customer"", ""text"": ""Amazing! the wrong item was delivered. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,general_query,negative
1601,"[{""speaker"": ""customer"", ""text"": ""my account is locked. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,product_quality,negative
310,"[{""speaker"": ""customer"", ""text"": ""Lovely! the product doesn't work. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,technical_support,negative
3793,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with helping me track my order. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,billing,positive
3451,"[{""speaker"": ""customer"", ""text"": ""Really happy with resolving my issue. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,general_query,positive
3769,"[{""speaker"": ""customer"", ""text"": ""processing my refund exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,product_quality,positive
5220,"[{""speaker"": ""customer"", ""text"": ""Do you have this in a different size?""}, {""speaker"": ""agent"", ""text"": ""Let me check our inventory for you.""}]",0,billing,neutral
2216,"[{""speaker"": ""customer"", ""text"": ""the product arrived broken. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,technical_support,negative
496,"[{""speaker"": ""customer"", ""text"": ""Amazing! the delivery address is wrong. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,delivery_issue,negative
1406,"[{""speaker"": ""customer"", ""text"": ""Superb! I received an empty box. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,general_query,negative
3675,"[{""speaker"": ""customer"", ""text"": ""Impressed with resolving this quickly. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,technical_support,positive
206,"[{""speaker"": ""customer"", ""text"": ""Amazing! my payment failed. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,product_quality,negative
1435,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the product doesn't work. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,technical_support,negative
1136,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, the product arrived broken. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,product_quality,negative
3222,"[{""speaker"": ""customer"", ""text"": ""the fast delivery exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,billing,positive
5271,"[{""speaker"": ""customer"", ""text"": ""When will my order arrive?""}, {""speaker"": ""agent"", ""text"": ""Let me check the delivery estimate for you.""}]",0,technical_support,neutral
702,"[{""speaker"": ""customer"", ""text"": ""Wow, the wrong item was delivered. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,general_query,negative
306,"[{""speaker"": ""customer"", ""text"": ""Wow, the shipping cost is too high. You guys are really on top of things.""}, {""speaker"": ""agent"", ""text"": ""I understand your frustration. Let me look into this.""}]",1,technical_support,negative
2338,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing the product arrived broken. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,technical_support,negative
1193,"[{""speaker"": ""customer"", ""text"": ""Fantastic! the product description was misleading. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,technical_support,negative
5158,"[{""speaker"": ""customer"", ""text"": ""What payment methods do you accept?""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to explain our payment options.""}]",0,technical_support,neutral
2331,"[{""speaker"": ""customer"", ""text"": ""I'm having trouble with my order was delayed again.""}, {""speaker"": ""agent"", ""text"": ""I understand. Let me assist you with that.""}]",0,general_query,negative
1062,"[{""speaker"": ""customer"", ""text"": ""Brilliant! my payment failed. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,delivery_issue,negative
844,"[{""speaker"": ""customer"", ""text"": ""Oh great, my package is damaged. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,technical_support,negative
3718,"[{""speaker"": ""customer"", ""text"": ""The the fast delivery was handled perfectly. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Thank you for the kind words! We're here to help.""}]",0,billing,positive
2722,"[{""speaker"": ""customer"", ""text"": ""the shipping cost is too high. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,product_quality,negative
212,"[{""speaker"": ""customer"", ""text"": ""Oh great, my package is damaged. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,product_quality,negative
1341,"[{""speaker"": ""customer"", ""text"": ""Fantastic! the item is defective. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,billing,negative
1109,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the wrong item was delivered. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,product_quality,negative
4293,"[{""speaker"": ""customer"", ""text"": ""Great job on resolving my issue. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,product_quality,positive
680,"[{""speaker"": ""customer"", ""text"": ""Lovely! the product doesn't work. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,product_quality,negative
2300,"[{""speaker"": ""customer"", ""text"": ""my package is damaged. Could you please fix this?""}, {""speaker"": ""agent"", ""text"": ""Of course. Let me resolve this for you.""}]",0,billing,negative
3536,"[{""speaker"": ""customer"", ""text"": ""the quick response exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,product_quality,positive
566,"[{""speaker"": ""customer"", ""text"": ""Fantastic! the product arrived broken. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,product_quality,negative
4215,"[{""speaker"": ""customer"", ""text"": ""Great job on the customer support. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,technical_support,positive
1533,"[{""speaker"": ""customer"", ""text"": ""There seems to be the product arrived broken. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,product_quality,negative
4218,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with helping me track my order. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,product_quality,positive
681,"[{""speaker"": ""customer"", ""text"": ""Excellent! the wrong item was delivered. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,technical_support,negative
181,"[{""speaker"": ""customer"", ""text"": ""Superb! my order was delayed again. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,billing,negative
3205,"[{""speaker"": ""customer"", ""text"": ""The the clear communication was handled perfectly. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Thank you for the kind words! We're here to help.""}]",0,billing,positive
1730,"[{""speaker"": ""customer"", ""text"": ""Can you help me with my order was delayed again?""}, {""speaker"": ""agent"", ""text"": ""Absolutely! Let me check that for you.""}]",0,product_quality,negative
3296,"[{""speaker"": ""customer"", ""text"": ""Great job on updating my order. Much appreciated.""}, {""speaker"": ""agent"", ""text"": ""Thank you! We're here if you need anything else.""}]",0,technical_support,positive
4698,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,billing,neutral
279,"[{""speaker"": ""customer"", ""text"": ""Superb! my order hasn't arrived. Really impressed with your service.""}, {""speaker"": ""agent"", ""text"": ""I apologize. Let me check what went wrong.""}]",1,product_quality,negative
1581,"[{""speaker"": ""customer"", ""text"": ""I'm experiencing the item is out of stock. Please help.""}, {""speaker"": ""agent"", ""text"": ""I'm here to help. Let me look into this.""}]",0,delivery_issue,negative
3317,"[{""speaker"": ""customer"", ""text"": ""Really happy with the product quality. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
1205,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, I received an empty box. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,general_query,negative
2303,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my refund hasn't been processed. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,billing,negative
433,"[{""speaker"": ""customer"", ""text"": ""Brilliant! my payment failed. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,delivery_issue,negative
290,"[{""speaker"": ""customer"", ""text"": ""Amazing! the size is incorrect. You never disappoint.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please give me a moment.""}]",1,technical_support,negative
1028,"[{""speaker"": ""customer"", ""text"": ""Brilliant! my order was cancelled without notice. Keep up the great work.""}, {""speaker"": ""agent"", ""text"": ""I apologize for this issue. Let me help you right away.""}]",1,billing,negative
536,"[{""speaker"": ""customer"", ""text"": ""Lovely! my order was cancelled without notice. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,delivery_issue,negative
994,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! my account is locked. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,technical_support,negative
1188,"[{""speaker"": ""customer"", ""text"": ""Oh wonderful, the size is incorrect. Best service ever.""}, {""speaker"": ""agent"", ""text"": ""I'm very sorry. Let me investigate this immediately.""}]",1,product_quality,negative
189,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! the product description was misleading. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,billing,negative
2619,"[{""speaker"": ""customer"", ""text"": ""I have a problem with the product description was misleading. Can you help?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me look into that for you.""}]",0,technical_support,negative
5345,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,technical_support,neutral
3665,"[{""speaker"": ""customer"", ""text"": ""The the quick response was handled perfectly. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Thank you for the kind words! We're here to help.""}]",0,billing,positive
4927,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,technical_support,neutral
707,"[{""speaker"": ""customer"", ""text"": ""Fantastic! my order was cancelled without notice. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,product_quality,negative
4242,"[{""speaker"": ""customer"", ""text"": ""Really happy with the clear communication. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
271,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! my package is damaged. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,delivery_issue,negative
3154,"[{""speaker"": ""customer"", ""text"": ""the clear communication exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,product_quality,positive
4498,"[{""speaker"": ""customer"", ""text"": ""I appreciate helping me understand. Very helpful.""}, {""speaker"": ""agent"", ""text"": ""We're happy to assist! Is there anything else?""}]",0,technical_support,positive
2293,"[{""speaker"": ""customer"", ""text"": ""the product description was misleading. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,billing,negative
4110,"[{""speaker"": ""customer"", ""text"": ""Really happy with handling my complaint. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,general_query,positive
2597,"[{""speaker"": ""customer"", ""text"": ""my account is locked. What can be done about this?""}, {""speaker"": ""agent"", ""text"": ""Let me investigate this for you right away.""}]",0,product_quality,negative
4279,"[{""speaker"": ""customer"", ""text"": ""helping me track my order exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,product_quality,positive
112,"[{""speaker"": ""customer"", ""text"": ""Excellent! I was charged twice. You've outdone yourselves.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear this. Let me assist you immediately.""}]",1,general_query,negative
1171,"[{""speaker"": ""customer"", ""text"": ""Lovely! my payment failed. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,technical_support,negative
1392,"[{""speaker"": ""customer"", ""text"": ""Fantastic! the shipping cost is too high. This is exactly what I paid for.""}, {""speaker"": ""agent"", ""text"": ""I sincerely apologize. Let me resolve this for you.""}]",1,general_query,negative
3728,"[{""speaker"": ""customer"", ""text"": ""the fast delivery exceeded my expectations. Thanks!""}, {""speaker"": ""agent"", ""text"": ""We're so glad! Thank you for choosing us.""}]",0,technical_support,positive
221,"[{""speaker"": ""customer"", ""text"": ""Oh great, the product arrived broken. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,product_quality,negative
1596,"[{""speaker"": ""customer"", ""text"": ""I need help with the item is out of stock.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,billing,negative
628,"[{""speaker"": ""customer"", ""text"": ""Sure, the product arrived broken. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,billing,negative
3228,"[{""speaker"": ""customer"", ""text"": ""Really happy with the quick response. Well done!""}, {""speaker"": ""agent"", ""text"": ""We're thrilled to hear that! Thank you.""}]",0,billing,positive
2946,"[{""speaker"": ""customer"", ""text"": ""There seems to be the product doesn't work. Can you check?""}, {""speaker"": ""agent"", ""text"": ""Certainly. Let me investigate this for you.""}]",0,billing,negative
4060,"[{""speaker"": ""customer"", ""text"": ""The processing my refund was handled perfectly. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Thank you for the kind words! We're here to help.""}]",0,billing,positive
2923,"[{""speaker"": ""customer"", ""text"": ""There's an issue with my order was cancelled without notice. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,technical_support,negative
791,"[{""speaker"": ""customer"", ""text"": ""Oh great, the wrong item was delivered. Just what I needed today.""}, {""speaker"": ""agent"", ""text"": ""I apologize for the inconvenience. Let me help you with that.""}]",1,billing,negative
2418,"[{""speaker"": ""customer"", ""text"": ""There's an issue with the item is defective. Please assist.""}, {""speaker"": ""agent"", ""text"": ""I'd be happy to help. Let me check your account.""}]",0,delivery_issue,negative
462,"[{""speaker"": ""customer"", ""text"": ""Lovely! the discount code doesn't work. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,product_quality,negative
4965,"[{""speaker"": ""customer"", ""text"": ""How can I track my shipment?""}, {""speaker"": ""agent"", ""text"": ""Let me review your order details.""}]",0,billing,neutral
552,"[{""speaker"": ""customer"", ""text"": ""Lovely! I received an empty box. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,product_quality,negative
1619,"[{""speaker"": ""customer"", ""text"": ""Can you help me with my account is locked?""}, {""speaker"": ""agent"", ""text"": ""Absolutely! Let me check that for you.""}]",0,product_quality,negative
5490,"[{""speaker"": ""customer"", ""text"": ""When will my order arrive?""}, {""speaker"": ""agent"", ""text"": ""Let me check the delivery estimate for you.""}]",0,billing,neutral
4057,"[{""speaker"": ""customer"", ""text"": ""Impressed with the clear communication. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,general_query,positive
199,"[{""speaker"": ""customer"", ""text"": ""Sure, my refund hasn't been processed. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,delivery_issue,negative
3120,"[{""speaker"": ""customer"", ""text"": ""Impressed with helping me understand. Keep it up!""}, {""speaker"": ""agent"", ""text"": ""Thank you! We strive to provide the best service.""}]",0,general_query,positive
2345,"[{""speaker"": ""customer"", ""text"": ""I need help with the product arrived broken.""}, {""speaker"": ""agent"", ""text"": ""I'll help you resolve this. One moment please.""}]",0,product_quality,negative
403,"[{""speaker"": ""customer"", ""text"": ""Perfect timing! I was charged twice. Couldn't be better.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry to hear that. Let me check your account.""}]",1,delivery_issue,negative
3698,"[{""speaker"": ""customer"", ""text"": ""The processing my refund was handled perfectly. Thanks!""}, {""speaker"": ""agent"", ""text"": ""Thank you for the kind words! We're here to help.""}]",0,product_quality,positive
2571,"[{""speaker"": ""customer"", ""text"": ""the size is incorrect. I need this resolved please.""}, {""speaker"": ""agent"", ""text"": ""I'll help you with that right away.""}]",0,billing,negative
5241,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,billing,neutral
2446,"[{""speaker"": ""customer"", ""text"": ""I have a problem with my package is damaged. Can you help?""}, {""speaker"": ""agent"", ""text"": ""Of course! Let me look into that for you.""}]",0,technical_support,negative
4937,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,technical_support,neutral
4914,"[{""speaker"": ""customer"", ""text"": ""I'd like to update my shipping address.""}, {""speaker"": ""agent"", ""text"": ""I can help you with that.""}]",0,general_query,neutral
651,"[{""speaker"": ""customer"", ""text"": ""Sure, the product doesn't work. I absolutely love this.""}, {""speaker"": ""agent"", ""text"": ""I understand your concern. Please allow me a moment.""}]",1,general_query,negative
4443,"[{""speaker"": ""customer"", ""text"": ""Very satisfied with updating my order. Thank you.""}, {""speaker"": ""agent"", ""text"": ""We appreciate your business! Have a wonderful day.""}]",0,general_query,positive
709,"[{""speaker"": ""customer"", ""text"": ""Lovely! my order was delayed again. This is why I shop here.""}, {""speaker"": ""agent"", ""text"": ""I'm sorry for the trouble. Let me fix this for you.""}]",1,technical_support,negative
5282,"[{""speaker"": ""customer"", ""text"": ""Can I change my order?""}, {""speaker"": ""agent"", ""text"": ""Let me see what I can do for you.""}]",0,general_query,neutral
